用户ID,用户出生日期,性别,婚姻状况,文化程度,下单时间,订单ID,交易金额
5419115,1975/5/16,男,已婚,研究生,2021/11/19 3:23,3842253792,461.4576611
3718111,1988/6/22,女,未婚,中专,2021/9/18 0:54,3842856900,89.925734
4020114,1993/11/15,男,未婚,本科,2021/11/30 20:27,3843394875,1051.393892
5716115,1978/10/30,女,未婚,研究生,2022/12/27 6:38,3849039846,459.4808291
6020112,1975/11/21,男,未婚,中专,2022/10/1 22:28,3852433461,783.2405631
4111118,1983/9/21,男,未婚,中专,2022/9/9 22:25,3853521322,690.470404
5619120,1981/6/21,女,已婚,中专,2023/1/7 5:23,3855526352,278.426152
5613113,1985/9/9,女,已婚,大专,2023/5/31 12:21,3857164467,921.9614583
4320120,1981/1/19,女,已婚,本科,2023/5/26 10:57,3858220514,553.963997
6017112,1996/6/12,女,未婚,大专,2021/11/1 0:48,3859296446,524.5829976
3319112,1986/5/2,女,已婚,中专,2022/9/5 21:18,3859328369,615.6010661
3913115,1968/11/17,女,未婚,研究生,2023/3/8 23:22,3860822897,1107.366258
3814112,1987/7/10,男,未婚,研究生,2021/11/29 5:21,3860860762,746.8154202
3412112,1983/8/23,男,已婚,中专,2020/7/19 2:12,3861658952,572.9106006
6411114,1990/11/30,男,未婚,中专,2020/2/20 15:55,3862611292,1020.053764
5820118,1969/5/9,男,已婚,大专,2020/6/18 10:26,3863238162,757.2579165
5117116,1975/6/12,女,未婚,本科,2022/12/17 11:29,3863455656,766.9920687
5018113,1996/2/21,女,未婚,本科,2020/5/19 3:05,3865494029,405.2096266
4513119,1983/11/12,男,未婚,研究生,2020/11/26 10:58,3872281183,228.2264194
5418111,1981/2/15,男,已婚,大专,2023/1/4 3:50,3872680617,765.3558581
5314111,1976/12/22,男,已婚,博士,2020/7/21 7:38,3872825703,405.448328
4715114,1983/4/14,男,已婚,中专,2023/5/7 16:34,3872922436,954.3318571
4211114,1989/8/1,女,未婚,本科,2022/6/25 4:22,3875346929,569.1584174
6713119,1996/8/16,男,未婚,本科,2020/11/6 11:19,3876449782,890.8698982
6513118,1985/10/31,男,未婚,博士,2022/6/4 3:26,3877315808,473.6256796
4212114,1998/10/27,女,未婚,本科,2021/6/27 2:13,3881776948,675.2023795
4411120,1983/7/31,女,已婚,博士,2020/8/3 21:51,3882487855,506.12862
6012111,1983/3/19,女,已婚,大专,2020/12/24 13:52,3883250877,477.6038587
3612118,1978/11/25,男,已婚,本科,2023/4/29 23:43,3884462600,212.765418
5620119,1973/1/18,男,已婚,博士,2023/2/10 18:27,3884982010,830.2123663
4915116,1989/9/4,男,已婚,大专,2020/2/14 9:41,3887527288,437.5659355
3413116,1986/10/12,男,未婚,研究生,2021/1/13 6:21,3888443879,443.8422516
5816114,1996/1/24,女,已婚,大专,2022/11/27 16:16,3889868264,560.9874388
5415114,1986/3/18,男,未婚,本科,2023/4/12 18:56,3893111729,1002.574931
3417120,1982/12/24,男,未婚,研究生,2019/12/27 9:28,3894076394,742.4275192
4913114,1983/7/22,男,已婚,本科,2021/1/14 9:06,3896135708,361.1337792
5511117,1978/5/15,男,已婚,本科,2023/1/24 7:56,3901599595,660.6593608
6413116,1977/5/24,女,已婚,博士,2023/1/15 6:16,3902820315,349.2442858
6420120,1977/4/16,女,已婚,本科,2021/2/24 20:21,3903278507,768.3679196
3416116,1990/10/18,男,已婚,研究生,2021/4/16 6:23,3906912443,688.0213258
6217115,1984/7/14,女,已婚,本科,2023/3/25 22:38,3908212701,702.956006
6713112,1988/7/1,男,已婚,博士,2021/8/18 0:36,3910086665,345.7086729
4413116,1980/5/5,女,未婚,研究生,2021/7/20 3:27,3910637842,561.7069953
5720113,1989/12/11,男,未婚,中专,2023/5/25 9:22,3910884942,523.8097226
4017117,1994/10/28,女,未婚,中专,2022/8/27 6:04,3911731169,1191.120936
3320114,1994/7/8,女,未婚,本科,2020/10/2 13:04,3912848829,1051.627508
3216115,1982/12/26,女,已婚,研究生,2021/2/3 19:53,3915254634,112.3415877
5813114,1996/5/15,女,已婚,本科,2020/8/30 18:31,3915332391,488.9345643
5116113,1989/8/9,女,未婚,博士,2023/3/28 6:51,3918367175,811.6846547
5911119,1994/10/18,女,未婚,本科,2021/2/10 9:41,3922199951,1118.641128
6418118,2000/5/27,女,已婚,本科,2023/5/29 14:01,3924594869,257.9376564
6117114,2000/11/7,女,未婚,本科,2020/6/30 5:51,3924857700,838.2629571
4315120,1978/1/4,女,已婚,研究生,2022/3/25 20:32,3925019308,1010.386547
6713115,1990/12/1,男,已婚,博士,2022/4/18 12:21,3927845624,731.8924241
3912112,1994/7/3,男,未婚,本科,2022/7/31 15:48,3928690416,26.22295585
5917116,1990/7/27,男,已婚,研究生,2022/3/17 23:22,3929826743,1027.323048
3713112,1982/5/1,男,未婚,研究生,2019/12/6 20:30,3929926016,28.01276533
5414118,1982/10/8,男,未婚,大专,2022/9/3 10:55,3934162114,59.79280726
5915112,1995/11/19,女,未婚,本科,2021/9/21 14:13,3934540265,581.1644655
6518118,1985/8/11,女,已婚,博士,2020/11/5 11:47,3939384053,587.1141674
3615113,1970/12/13,女,未婚,研究生,2021/10/12 5:40,3940112633,183.7038222
5216117,1980/1/2,女,未婚,本科,2022/7/6 0:27,3944950347,751.3692351
5319119,1996/12/21,女,未婚,中专,2020/6/8 9:11,3945886002,821.10166
4813115,1974/4/2,男,已婚,中专,2023/4/1 23:38,3945965719,776.0916501
3613120,1979/1/29,女,已婚,大专,2021/3/3 4:22,3949957229,906.5469023
5713112,1970/4/15,男,未婚,大专,2021/5/30 16:30,3949973036,634.9731158
6515111,1980/8/24,女,已婚,中专,2021/1/15 4:22,3952353379,663.3984811
4013120,1969/9/14,男,已婚,博士,2021/2/16 2:21,3953024671,212.1225563
5418120,1982/6/26,女,未婚,中专,2020/6/2 21:36,3954132686,825.5360056
3615119,1973/11/22,男,未婚,大专,2021/11/17 16:35,3954192715,602.4623647
5420120,1983/9/23,女,未婚,研究生,2020/6/2 16:19,3956479071,663.6032108
4011114,1970/8/28,女,已婚,中专,2021/10/7 15:24,3957456029,980.0897131
4518120,1990/9/27,男,未婚,本科,2022/5/27 21:10,3958613497,707.1855967
6112113,1973/6/16,女,已婚,本科,2020/7/10 11:45,3959845721,427.5546585
3812116,1977/8/1,男,未婚,大专,2019/12/28 8:40,3960519356,560.5426548
6619117,1996/1/27,女,已婚,中专,2021/12/11 21:50,3961723573,327.2121545
4612115,1990/10/10,男,未婚,研究生,2020/7/31 16:38,3964260053,983.5459501
4614117,1986/8/17,男,已婚,中专,2023/4/6 17:02,3965239234,915.9255968
3218119,1976/3/3,男,未婚,大专,2020/8/20 0:29,3965849468,22.14317668
4613113,1983/6/20,女,已婚,博士,2023/1/8 11:09,3971093568,241.8266011
3218116,1981/12/24,女,已婚,本科,2020/2/21 23:47,3971183662,171.7017135
5719117,1989/7/19,女,已婚,研究生,2022/3/7 21:54,3972164657,292.2826657
3515111,1973/7/24,女,已婚,大专,2022/4/5 8:15,3973087258,1074.477985
4912118,1986/4/11,女,已婚,大专,2023/4/11 1:32,3973088419,564.5352333
3217118,1984/5/6,男,未婚,博士,2020/7/26 22:21,3973986125,241.689801
6416118,1995/4/13,男,已婚,研究生,2023/3/17 12:08,3974298313,1010.966106
4913115,1990/4/6,男,未婚,大专,2020/8/12 18:02,3974929253,519.7294362
4419112,1986/12/3,男,未婚,本科,2021/7/3 4:30,3976850834,1244.350713
5313112,1981/2/7,女,已婚,博士,2023/3/9 5:12,3977586936,975.0458651
5213118,1989/12/16,男,已婚,研究生,2022/10/9 10:26,3981798267,977.7213151
6213114,1981/4/15,女,未婚,本科,2023/3/25 7:20,3982934623,369.841537
6619120,1984/12/11,男,已婚,本科,2023/3/8 7:42,3983764526,903.7837496
4712119,1972/4/24,女,未婚,研究生,2022/4/13 19:35,3984123254,960.3979003
4912112,1996/4/27,女,未婚,本科,2023/5/10 2:41,3984951553,351.6673403
6720119,1992/1/23,男,已婚,大专,2022/6/4 15:15,3987467890,324.532206
5717116,1975/1/19,女,未婚,研究生,2020/7/10 7:01,3988370834,575.6616295
4420117,1982/11/14,男,已婚,博士,2021/8/24 10:22,3989795777,242.4490257
5117117,1995/12/22,男,已婚,研究生,2023/2/13 16:22,3990161178,1016.412521
3717119,1992/10/11,男,未婚,中专,2022/6/4 22:53,3991670383,813.5370796
4412113,1973/9/17,女,未婚,博士,2023/4/29 16:19,3995317517,44.38419055
3214112,1980/11/27,男,已婚,本科,2023/3/15 10:33,4002494939,157.2223858
5714116,1971/8/3,男,已婚,本科,2023/1/25 12:46,4006976621,504.1533884
5816117,1976/7/22,女,已婚,研究生,2021/1/23 0:36,4007148662,512.6122437
6316111,1987/12/26,女,已婚,本科,2023/5/17 2:17,4007891554,836.507136
5514112,1973/12/4,女,已婚,本科,2023/1/24 4:32,4009752823,683.1479866
4814111,1980/8/26,女,未婚,博士,2020/5/12 18:54,4010091403,359.3769854
6215119,1996/3/3,男,未婚,研究生,2023/5/15 16:25,4013592405,507.1072133
5216113,1982/4/21,女,未婚,本科,2021/2/18 8:56,4013686103,907.9475437
5519119,1969/11/9,男,未婚,本科,2022/7/9 8:21,4016697594,603.3092714
3216118,1986/11/27,男,未婚,研究生,2020/8/21 2:48,4016781150,877.6899463
3616119,1983/9/16,女,已婚,研究生,2020/10/29 15:09,4016975299,355.6602806
5916112,1988/2/4,男,已婚,博士,2021/12/2 16:41,4020744561,282.5438462
3315112,1986/5/9,男,未婚,大专,2021/8/2 22:45,4022479708,1035.522689
4419115,1982/5/13,女,未婚,大专,2020/8/28 7:25,4024553168,363.0897802
6318118,1992/6/23,女,已婚,本科,2022/12/9 3:13,4025585915,763.8797772
4420116,1980/8/16,女,未婚,中专,2021/4/25 15:30,4026189916,173.986775
4814112,1995/5/16,女,未婚,博士,2020/1/30 10:20,4027479639,205.5139414
4111116,1983/5/15,女,已婚,中专,2023/4/19 3:15,4027962912,915.5274774
4820111,1987/9/18,男,已婚,中专,2020/6/9 1:58,4028044953,152.700641
3914119,1984/7/8,男,未婚,博士,2022/11/8 17:33,4028112725,81.28881267
6614120,1987/1/21,女,未婚,中专,2022/12/26 17:29,4029249057,576.1332592
6316117,1980/2/14,男,未婚,中专,2022/5/8 7:44,4032916199,446.5352515
5913111,1987/3/18,男,未婚,大专,2023/2/6 7:47,4033759593,223.1184121
6319112,1994/5/9,男,已婚,博士,2022/5/3 10:24,4033848767,457.8524485
4116116,1968/11/20,男,已婚,博士,2020/7/31 7:32,4034440235,805.1324444
4511111,1992/7/9,男,未婚,研究生,2020/6/17 17:10,4036737422,767.1865312
6011112,2000/6/14,男,未婚,研究生,2020/9/29 20:37,4037042551,498.2009191
4419113,1992/5/24,男,未婚,大专,2021/10/13 13:07,4037366950,644.493052
4717114,1974/6/10,女,未婚,大专,2023/2/24 3:18,4037715508,495.8465118
5112120,1989/1/5,女,未婚,大专,2022/4/15 15:13,4039132822,138.7894829
3619120,1993/1/2,女,未婚,研究生,2019/12/12 2:40,4042342412,630.9908707
6617113,1983/2/22,女,已婚,本科,2022/7/16 21:29,4047174973,756.6594453
4113119,1973/9/16,女,已婚,研究生,2023/1/19 10:10,4052034188,117.3579476
5612120,1982/12/18,女,未婚,本科,2021/3/25 9:32,4052091052,624.8646463
3313116,1994/10/8,女,未婚,大专,2021/11/30 1:41,4054129792,763.2968694
4618117,1980/9/19,女,已婚,中专,2020/2/25 12:52,4055858523,394.7200811
5220114,1976/12/29,女,未婚,大专,2020/2/3 2:00,4058078761,187.3636676
3217113,1970/12/29,男,未婚,研究生,2022/8/23 5:47,4059369415,896.7403923
5711111,2000/6/23,男,已婚,本科,2021/4/27 3:55,4059652099,1218.968404
6414119,1969/7/25,女,未婚,研究生,2021/5/24 10:31,4061175532,623.6432555
4520116,1990/9/18,女,未婚,研究生,2021/5/8 4:28,4062137845,541.4559707
3313113,1975/5/21,男,未婚,研究生,2021/6/29 20:37,4062374767,564.8764258
4516113,1969/6/26,女,未婚,本科,2020/10/27 11:07,4065162490,884.3494453
5315112,1992/2/21,男,未婚,中专,2020/6/5 15:47,4068180877,866.8221273
6312115,1993/1/19,女,未婚,研究生,2021/1/25 6:39,4069870741,279.9250988
3912111,1996/7/2,女,未婚,大专,2021/12/12 18:23,4070835205,380.0624715
4311113,1980/3/29,男,已婚,博士,2022/1/16 8:48,4073425789,687.6508195
4713118,1988/3/20,女,未婚,本科,2022/5/14 18:24,4075350264,815.4360903
3518118,1979/3/12,男,未婚,本科,2023/1/7 14:13,4077220497,467.8923471
5818111,1994/9/5,女,未婚,本科,2022/12/29 13:58,4077947790,258.3382632
4916119,1995/10/16,男,已婚,本科,2021/3/24 7:20,4079853624,1163.178132
5315114,1976/8/14,男,未婚,研究生,2022/9/15 7:06,4080315775,632.4000867
6316115,1972/6/30,女,未婚,本科,2023/3/1 13:33,4081577591,28.92025965
6316119,1987/1/20,女,已婚,研究生,2021/6/3 12:18,4085426864,635.9668671
5311113,1982/8/6,女,未婚,大专,2020/4/9 0:50,4092315052,762.0209251
5214113,1971/7/9,女,未婚,博士,2023/4/21 17:58,4094126654,419.9249484
3313114,1991/12/9,男,未婚,中专,2020/1/28 12:32,4096659718,887.2199291
6613120,1992/9/25,男,已婚,本科,2023/5/15 21:21,4097876946,701.1850062
3714115,1968/8/2,女,已婚,本科,2022/7/14 8:10,4099089078,573.7557603
5620116,1983/11/12,女,已婚,博士,2021/7/1 14:46,4099916743,705.5298118
3311117,2000/5/8,女,已婚,博士,2022/12/13 18:22,4100343430,267.8970478
3713114,1995/12/30,女,已婚,博士,2021/2/21 23:18,4101392081,631.3088066
3719117,1997/4/25,男,已婚,本科,2020/8/28 9:36,4104060059,267.58478
4311116,1983/12/17,男,未婚,中专,2022/8/12 6:09,4104278965,1068.015322
3816119,1984/12/13,男,未婚,本科,2021/10/26 20:59,4107656522,858.165453
5114116,1988/4/14,男,未婚,大专,2022/10/9 1:50,4108877852,276.6551974
5816111,1978/8/17,男,已婚,博士,2023/4/7 3:48,4111540965,406.6516076
5813114,1996/5/15,女,已婚,本科,2020/4/23 15:00,4111960140,938.1924495
3415115,1977/6/12,男,未婚,本科,2022/10/13 4:38,4114299452,346.3617605
4314119,1986/7/2,男,已婚,大专,2021/9/12 10:25,4116652462,413.9070548
3819118,1978/2/14,男,已婚,本科,2021/9/5 14:38,4122482496,152.4447944
3616120,1983/7/28,女,已婚,研究生,2022/2/16 0:56,4124882977,993.9657022
5811114,1991/1/13,女,已婚,博士,2020/6/23 12:23,4124930018,269.6694273
5117113,1990/2/17,男,已婚,博士,2023/1/2 14:10,4125438413,528.9912104
6111117,1994/11/18,男,未婚,本科,2023/6/4 1:58,4129918647,808.5055381
5711114,1993/11/29,女,未婚,研究生,2020/11/19 0:14,4132326809,552.0406697
6417118,1968/8/18,男,已婚,研究生,2020/12/31 21:42,4132510529,332.3677526
4718111,1983/9/10,男,已婚,研究生,2020/12/13 20:01,4133567865,486.4666779
6412117,1998/11/18,男,未婚,本科,2020/9/5 21:31,4134081603,303.8074311
4911119,1993/10/2,男,已婚,研究生,2022/6/5 4:39,4137549773,574.3699458
3817113,1986/2/27,男,已婚,研究生,2023/1/6 8:20,4138381783,281.6485195
6112120,1994/9/8,女,未婚,中专,2019/12/19 21:38,4138388996,548.0481947
4016119,1980/4/19,女,未婚,中专,2022/9/29 21:49,4139186656,351.2373406
4916120,1985/5/1,女,未婚,研究生,2020/5/26 7:22,4141620439,484.4398136
4820119,1986/12/12,男,未婚,大专,2023/1/27 23:39,4142581674,493.3915187
3416117,1969/5/23,女,已婚,研究生,2023/3/30 14:05,4144163129,467.9766227
6019118,1973/2/23,男,已婚,研究生,2021/8/23 12:14,4145761132,338.833152
4420120,1973/4/8,女,未婚,本科,2019/12/19 23:28,4145771455,698.1133471
4316111,1989/7/16,女,已婚,大专,2023/4/6 7:47,4147975239,590.7933715
4219118,1992/11/24,女,未婚,研究生,2021/7/15 21:18,4148054087,1011.181747
3412113,1970/8/2,女,未婚,本科,2020/10/15 2:12,4150651555,164.7070248
6419119,1980/5/21,男,未婚,本科,2023/3/30 6:50,4151242680,874.3039855
6012111,1983/3/19,女,已婚,大专,2022/4/1 16:36,4157312890,458.5888182
6618113,1977/10/21,男,未婚,中专,2021/6/4 1:03,4158163523,542.6237406
6313115,2000/8/26,女,已婚,大专,2022/12/30 0:53,4158535602,476.9445418
3515113,1976/4/11,女,未婚,本科,2023/4/11 6:55,4159695802,502.2748518
4414119,1970/1/4,女,未婚,本科,2022/3/12 2:11,4160373374,870.4507385
6111117,1994/11/18,男,未婚,本科,2019/12/22 0:07,4161935941,453.5377591
5518117,1988/4/27,男,未婚,研究生,2020/11/18 17:45,4164677140,671.5911373
5818111,1994/9/5,女,未婚,本科,2020/2/27 17:38,4165148317,631.0090937
5313111,1997/5/9,女,已婚,博士,2023/4/28 4:34,4166571134,402.4067499
3916111,1992/3/16,男,未婚,大专,2022/6/29 5:22,4167513482,450.267004
5620116,1983/11/12,女,已婚,博士,2020/2/2 4:47,4168294822,541.5238358
5518111,1981/5/20,女,已婚,本科,2023/3/28 10:54,4169251690,594.6490259
6116111,1967/12/18,女,未婚,大专,2020/6/15 7:10,4169257376,364.2980769
4819115,1981/7/30,男,已婚,博士,2021/2/9 20:42,4170561178,320.7994013
3519117,1973/7/26,女,已婚,中专,2022/5/11 16:51,4172521418,644.4959128
6614120,1987/1/21,女,未婚,中专,2020/11/11 21:00,4175216275,346.503535
5920111,1976/10/9,女,已婚,博士,2022/8/28 15:57,4178690205,737.5394081
5317120,1986/1/14,男,未婚,研究生,2021/8/13 23:58,4178915274,509.4203042
4516114,1969/11/14,男,已婚,研究生,2022/3/28 1:28,4179217350,929.3764423
4612118,1979/2/11,女,未婚,本科,2022/6/1 17:36,4179370717,155.5837323
4316112,1989/7/18,男,未婚,本科,2021/3/16 22:07,4179968788,709.5765203
4113111,1978/1/29,男,未婚,研究生,2020/8/18 8:32,4180357458,369.3272527
4719116,1991/12/13,女,未婚,本科,2022/10/3 2:02,4182135835,564.4288861
3312112,1980/2/23,男,已婚,中专,2023/4/13 8:35,4182474516,129.9106224
4615118,1971/2/4,女,已婚,本科,2021/6/7 16:33,4184961180,25.13952822
4518117,1988/6/3,女,已婚,中专,2022/5/10 16:50,4185857724,211.76755
3216118,1986/11/27,男,未婚,研究生,2022/7/4 21:55,4186770265,680.0966289
3620112,1968/6/7,男,未婚,研究生,2023/3/29 13:04,4189156256,132.765254
5512118,1997/8/17,女,未婚,博士,2022/4/12 9:48,4189330228,416.6621013
5115114,1976/9/16,女,未婚,本科,2020/1/2 10:21,4189620490,681.6915143
5013114,1998/8/31,男,已婚,本科,2021/10/28 20:18,4190319756,530.0598312
6519119,1984/10/22,男,未婚,研究生,2023/1/11 4:08,4190688920,419.0070209
3217111,1984/6/20,男,已婚,研究生,2022/2/14 14:51,4191388805,856.9808689
6613112,1973/6/7,男,已婚,博士,2021/9/14 16:23,4192713425,764.946552
6516115,1992/12/19,男,已婚,本科,2021/2/28 10:10,4193560421,882.1315272
4217114,1990/7/6,男,已婚,研究生,2021/10/22 9:56,4194085641,128.0619543
4011116,1980/5/29,女,已婚,大专,2022/2/18 18:29,4197087313,258.2950461
5111112,1982/9/14,女,已婚,中专,2022/2/8 3:10,4197337333,726.3801659
6016118,1971/1/13,女,未婚,大专,2021/4/13 0:03,4199563293,516.8379589
5418111,1981/2/15,男,已婚,大专,2020/2/24 10:50,4200076189,878.274368
5715119,1974/12/6,女,未婚,研究生,2021/3/22 20:32,4200921199,717.9318792
5917114,1983/7/3,男,未婚,博士,2022/4/27 20:19,4202984653,208.917033
4913117,1976/4/1,女,未婚,大专,2023/2/17 12:25,4205631023,885.6139267
5719112,1985/8/25,女,未婚,中专,2020/3/1 7:08,4209945663,1126.213812
4117118,1982/2/26,男,已婚,研究生,2022/5/27 18:12,4212989500,247.3103531
6011120,1991/3/1,男,已婚,研究生,2020/9/19 17:23,4214049717,366.1612422
6116120,1971/6/11,男,未婚,大专,2023/4/5 3:18,4214623935,646.2962102
3812120,1968/6/14,女,未婚,博士,2023/4/10 4:11,4216499709,492.5771339
5217115,1974/3/9,女,已婚,研究生,2021/10/21 7:12,4217531955,36.69784038
4812118,1999/5/6,男,已婚,本科,2023/3/30 8:23,4218068206,323.5324173
5918118,1978/5/28,男,已婚,本科,2020/7/22 22:02,4219450990,137.273336
4715116,1975/1/31,男,已婚,大专,2022/5/3 5:09,4220317408,82.49466471
5715117,1995/9/18,男,未婚,本科,2020/10/12 10:46,4223532154,287.7072019
4012112,1986/2/6,女,已婚,大专,2022/11/27 11:32,4227112813,282.0536103
4416120,1998/11/22,男,已婚,本科,2023/4/14 11:27,4227838321,532.0380049
4018118,1989/7/13,女,已婚,博士,2021/7/9 8:56,4227955239,940.0981868
5218118,1992/12/7,男,未婚,博士,2021/10/26 12:12,4228356900,273.540211
6117111,1976/5/8,男,未婚,大专,2022/8/19 13:21,4235470189,747.4347452
5016112,1998/11/28,女,未婚,中专,2021/1/13 7:51,4237063272,197.2916825
4713115,1978/6/20,男,已婚,本科,2021/7/18 21:14,4239087605,174.9773546
6214120,1994/4/8,女,已婚,大专,2022/4/5 2:36,4241759270,991.5693058
5514120,1989/3/1,女,已婚,博士,2021/6/18 16:37,4243014176,695.4825509
3513111,1969/12/7,男,已婚,本科,2022/1/14 4:12,4244379654,561.8064353
5518111,1981/5/20,女,已婚,本科,2020/11/2 17:30,4247130073,559.6028254
4419115,1982/5/13,女,未婚,大专,2020/4/1 7:23,4249293102,530.6234126
6312112,1970/11/15,女,未婚,博士,2020/1/24 0:42,4249391977,699.7192035
5516112,1995/7/14,男,未婚,本科,2022/10/23 10:31,4253769580,495.4140984
3915112,1999/6/1,女,未婚,本科,2022/8/4 1:06,4253839890,561.0353881
4514112,1983/9/2,男,已婚,大专,2021/2/25 2:57,4255556888,287.1298026
